2.52374 -0.991988
2.73748 -0.334329
2.47685 -0.0493777
1.38776 -0.368002
2.27851 1.12155
1.76018 -0.353864
-1.54481 -0.15135
-0.913671 -0.315407
-1.45876 0.0216068
-0.54915 -1.23829
0.782274 -0.572154
-1.19155 -0.564486
-2.7266 -0.15136
0.671046 -0.157066
-1.68894 -0.193808
1.93688 0.806572
1.84317 -0.389598
-2.46238 -0.270103
2.56644 -0.110526
2.09491 0.625834
1.05454 0.833158
-2.20258 0.560281
-2.44471 1.19235
0.727902 0.525664
0.549567 0.516327
1.38117 -0.909129
-0.929688 -0.0736252
-0.545808 1.01421
2.17763 -1.21983
-2.85979 -0.236236
-2.50753 0.130392
1.7989 0.492816
-0.425075 1.32381
-1.30978 -1.13616
-0.169155 0.245842
-0.69912 0.285994
-0.251512 0.250357
1.35147 1.18835
-0.0368406 -1.32719
-2.61642 -0.390398
-2.03223 1.45511
-0.0239156 1.03783
2.54037 -0.116782
-2.44244 0.261156
1.68905 0.369022
-2.58489 -0.26901
-1.43828 -0.00841859
-2.5209 -0.457042
-2.31394 0.950789
-1.79117 -1.32044
-2.8768 -0.155563
-1.97785 0.101696
2.01072 1.4114
1.55564 0.84259
-0.939236 -0.193674
-2.236 1.15463
1.98378 -0.30569
-0.860571 1.16308
2.042 0.599993
0.456556 0.941989
2.79864 1.35951
-0.720118 0.902933
-0.943902 -0.380413
-2.1631 0.335672
-2.31867 0.232234
-2.02925 -0.218616
-0.803398 0.250616
0.818675 -1.19187
0.0327992 0.277557
1.93773 -0.522389
-1.76486 0.746553
-2.84926 -0.296949
-3.10899 -0.620147
1.96298 -0.249811
-1.37628 0.690393
-2.67814 -0.559232
-0.167055 0.249161
-0.956022 0.118014
0.915955 0.600819
-1.98284 0.761601
0.969061 -0.728128
-2.44097 -0.0659052
-0.881766 -0.253667
-0.894534 -1.31098
3.11525 -0.569504
0.608013 0.257482
-2.84061 -0.321001
-1.81532 0.192011
-1.52318 -0.899998
-0.957223 0.453822
2.1556 -0.834656
-0.061724 0.248102
1.79639 1.04099
0.933434 1.01317
-2.37561 1.16622
1.55313 1.41261
2.37158 0.0877126
2.31437 -0.275355
1.84555 -0.114887
-1.49042 -0.632489
0.736309 0.000883512
1.65535 0.278858
-1.92102 -0.876832
0.123127 -1.2892
0.853328 -0.160619
0.155467 -1.3486
-2.38074 -0.257067
-1.88596 0.95875
-1.1094 1.1395
