0.	1.8698892580192226	2.174022507424869	2.474813810867432	4.897700070264298	15.049959985161923	20.101422023002716	25.004205731868186
0.5	1.825780804954185	2.11434196814859	2.3973688007183283	4.5952362670177935	12.835617513030314	16.211356610316592	19.41054594660887
1.	1.783802321720509	2.057962101770196	2.32473427036629	4.326519037836627	11.1204692072939	13.405124189741446	15.557094801044256
1.5	1.7436887655165285	2.0044332729664753	2.256202286995527	4.084237192793975	9.733133868686966	11.255262975725579	12.70591671423809
2.	1.705251854555638	1.9534410391616506	2.191284918241876	3.8637998980712553	8.583811893369452	9.55492419115755	10.51682744759399
2.5	1.6683434620475759	1.9047409184891784	2.129606904307542	3.6619124586257743	7.615997075299665	8.181150094092892	8.79447630381161
3.	1.6328415104741663	1.858133409134371	2.070864813587522	3.4760604379951934	6.791017113869035	7.053661205666794	7.414922976555613
3.5	1.5986425036642142	1.81345083977046	2.0148056641022762	3.3042507745611105	6.080992584017622	6.116913700378317	6.294544768792198
4.	1.5656569737345625	1.7705493961826273	1.9612140292192528	3.1448615262017086	5.465082612398191	5.330893874842989	5.374454912589348
4.5	1.533806458244612	1.7293038551927462	1.9099035644471136	2.996546600938095	4.9272799153151094	4.665893739570619	4.611841992625815
5.	1.503021373437181	1.6896038981617876	1.8607111043152502	2.8581715773459058	4.455026281812905	4.099331196016577	3.974797696958096
5.5	1.4732394531999151	1.651351418110528	1.8134923701689643	2.7287684988380816	4.038299059039643	3.613711435058436	3.4390584653906706
6.	1.4444045655052142	1.6144584874723436	1.7681187452767677	2.6075029198603716	3.6689847649677323	3.1952660961205845	2.9858658055430745
6.5	1.4164657916950332	1.5788457842430585	1.7244747879846873	2.4936492163346644	3.340436106920736	2.8330148794908774	2.600513538086127
7.	1.3893766951084685	1.5444413472035454	1.6824562729214905	2.386571668397482	3.0471506349308193	2.5181009260083846	2.271333954643724
7.5	1.3630947299373166	1.5111795740295344	1.6419686206768362	2.2857096917920923	2.78453259817174	2.2433093974934217	1.9889737642341765
8.	1.3375807563603912	1.4790004028732455	1.6029256199803825	2.190566123092613	2.548713214658223	2.0027120072970277	1.7458667183630876
8.5	1.3127986378164467	1.4478486352796596	1.5652483744948706	2.1006977989833273	2.3364128707392346	1.7914001615797017	1.5358429014941792
9.	1.2887149028326816	1.4176733698259003	1.5288644250313557	2.015707889260316	2.1448340017464367	1.6052816982152533	1.3538349394755544
9.5	1.265298458334053	1.388427523779873	1.4937070107942865	1.9352395910836226	1.971576803001787	1.4409240746661964	1.1956541731932553
10.	1.242520344534359	1.3600674256328154	1.4597144422426287	1.8589708941081091	1.8145721829822492	1.2954320069648393	1.0578181398695041
10.5	1.2203535237949183	1.3325524653513579	1.4268295645862459	1.7866101981475397	1.6720279112136078	1.1663510137583275	0.9374162090623995
11.	1.1987726975115487	1.3058447921139726	1.3949992956326647	1.7178926168056283	1.5423849836886876	1.0515906801002857	0.8320039493156259
11.5	1.1777541463387005	1.2799090514677551	1.3641742251845634	1.6525768383610813	1.4242819852256243	0.9493630996968137	0.7395193742136212
12.	1.1572755900036715	1.2547121554801142	1.3343082658134895	1.5904424432851456	1.3165257716369565	0.8581331179967737	0.6582160212531403
12.5	1.137316063687361	1.2302230807133352	1.3053583468392251	1.5312875989011092	1.2180671905521	0.77657783438752	0.5866091017735241
13.	1.117855808509338	1.2064126898202598	1.2772841448924206	1.4749270677863353	1.1279808520212233	0.7035534302237341	0.5234318873712392
13.5	1.0988761740951785	1.1832535733187093	1.250047845647414	1.4211904789080387	1.0454481783509941	0.6380678377683193	0.4676001756096854
14.	1.0803595315527081	1.1607199087026228	1.223613932266272	1.3699208201231545	0.969743127479544	0.5792580991978383	0.41818317833758945
14.5	1.0622891954625178	1.1387873345267705	1.1979489968547374	1.3209731182416586	0.9002201099329482	0.5263715163139895	0.37437954959291964
15.	1.0446493537128247	1.1174328374872435	1.1730215718408044	1.2742132788478653	0.8363037161915201	0.4787498827228921	0.335497551719699
15.5	1.0274250041912953	1.096634650832321	1.1488019786802952	1.2295170628607563	0.7774799464359741	0.43581623676511877	0.3009385725081321
